word,phonotactic_probability,log_phonotactic_probability
aretc4u8,1.6987739831910678e-57,-130.7174434961366
andf4ulm,2.5761347878130504e-40,-91.15711358842701
agnidve,1.76701339935631e-42,-96.13928312933058
ahfnivjxr,2.460994334350664e-44,-100.41317862250538
gezisu5vxd,9.552570734176585e-55,-124.38536980957937
cnmix12l,2.4030441509002845e-41,-93.52925248292843
altnebuim,8.496085575108144e-52,-117.59481929884178
edliv14f,1.7676177812235933e-49,-112.25703680295531
frn5im4e,3.8831924324606535e-46,-104.56225667052729
arefnimu,3.6152672404297376e-54,-123.05442924337001
eriflzan,4.2397354231780976e-42,-95.26407303864687
arelinb4,1.802133666871142e-53,-121.44803859529523
adiesmnk4r,1.1711641434174982e-54,-124.18159677317367
amruikfv,1.504470859089801e-44,-100.9053028440036
aterik48l,1.1740070505110955e-60,-137.9946828527088
albrized,2.0584450244160376e-42,-95.98662305050198
fldzxv4u,8.180604403130458e-33,-73.88354203300517
agilemu,3.7626847583664445e-51,-116.10670700861328
abmuxidqe,1.0307183671280252e-57,-131.21709429770635
refx2kznv,4.8793542677308405e-40,-90.51839083083843
minflu5ex4,6.724313283704153e-60,-136.24937577331616
dinmberfx,4.489264619240441e-37,-83.69395953434561
apiml9,4.845024727711563e-41,-92.82803646366733
cnamvelri,2.3140103023625337e-47,-107.38251728977079
almuv1if5er,1.0724317760071666e-69,-158.80844265890698
dmainrue4j,2.0166352893106204e-56,-128.2433347834325
amindexf6,1.8662294404071278e-55,-126.01826006138859
cdreilv,1.4290331412229316e-29,-66.41796960625004
flehbznd,8.517771832010481e-26,-57.72505763327132
mitsfnleza,1.7128823325264956e-47,-107.6833218446152
fonlawr,3.0955020435194426e-34,-77.15794305766251
agendrm49,1.1993412950289906e-50,-114.94748216442969
adtinu8krj,1.1007908275478994e-54,-124.24356616604904
agenwmi4d,2.111045463024412e-53,-121.28982662379983
roldmvte,4.615810081613363e-37,-83.66616105591828
alweb4nk,2.0571349695985986e-43,-98.28984477544758
donuavp4,4.1159398276795794e-51,-116.01697254395685
aginwk4jrx,3.2960143142676154e-51,-116.23912578773754
ariun4xje,1.3165592067699487e-63,-144.78783918682208
helidfn58,2.7568792899934836e-52,-118.72032548770716
gonecim54,3.5952587330055937e-60,-136.87548962082147
artnicm5,7.856616996108631e-45,-101.55497307856265
afinx4rlkv,7.938416381696691e-50,-113.0575408424847
docielta4g,1.6863808122818558e-58,-133.02735069227083
aperlinf,6.90598906597961e-44,-99.38135507603535
aeruvfxil,2.5119583530470455e-55,-125.72111744540501
ablexik,1.9335537633996646e-42,-96.04921426781338
arzeivut9,7.000049991544657e-61,-138.51177338195774
ambcy4l,3.728145810982339e-32,-72.36681196736302
ajbif5vm4,7.826131242311283e-57,-129.18988200697578
apilk5,1.0384027638248293e-40,-92.06571999117901
minaflk5vr,4.316970462350705e-46,-104.4563604033465
abilmzf5,5.379595813571126e-45,-101.93371594096959
adicr9lu,5.975122567909995e-53,-120.2494053176195
beinvruf,5.1836321293000684e-40,-90.457897725942
adflrn5mqu,1.1518118002440177e-49,-112.68533337562425
almerbun,4.919257014716819e-43,-97.41800149291234
alzuibnkr,5.815498292401374e-43,-97.25063252557591
amibetnfu9,6.70206104980354e-63,-143.16044576015943
adefxqn,7.5866152411244695e-34,-76.26150761964116
almfeunx8t,1.5865163139282508e-54,-123.87805440672253
balivr149,2.0801955527279864e-57,-130.51488839563197
a2zc8lv,2.3955881129052287e-40,-91.22977496041922
plaire4q,2.2211435001750092e-45,-102.81830703129235
imendfur,2.5257526609978443e-43,-98.08461989687122
hzfmitlre,2.1918601280132486e-41,-93.621238255919
beandrz,1.2040345747742225e-26,-59.681534354780986
jeniladfm9,3.7678027086149525e-57,-129.9208583050267
amefitn,3.01295442474499e-41,-93.3030676789269
azienkul,1.0778185977185133e-49,-112.75173037508051
diafvmnelj,4.7961497089022353e-48,-108.95627101166868
anwibuk,1.8264972680144442e-41,-93.8035887412528
ptlim4qz9,2.1086620168421686e-46,-105.17286064661491
apcl4bj,6.714344916427636e-34,-76.3836468918414
genuivaxp,7.726901318453626e-51,-115.38713182483023
adns4flmur,8.486033910083594e-47,-106.08307762794475
anedl52,4.352293234877406e-49,-111.35596667008684
alfue5kmd,6.551853452005048e-49,-110.94692157731771
anze8vfm,1.047050406056994e-42,-96.66259683169946
ademl9r,1.1731919149650673e-42,-96.5488457390904
adviule54m,6.370780678578839e-66,-150.11889412002537
apni5wf8,3.0766834027649258e-53,-120.91315772916732
avreznukt,1.4311764938812465e-45,-103.25783235571741
ateud5n8,7.809052617725386e-60,-136.0998219268974
ahiufed,1.5631742241025093e-46,-105.4721957647429
aflvnxi,5.072087604663235e-35,-78.96672576559305
clziu9fa,5.233138314995074e-45,-101.96131802639087
aldezkni,2.0870627980375076e-45,-102.88057146699026
alfiu4nx,1.1792696968167034e-47,-108.05660402484365
bdifl4um,1.4024829540348541e-39,-89.46257442241277
anrulf5x,1.0737481490753398e-44,-101.24258862121796
avzunexirkf,7.269298816798727e-60,-136.1714457416073
crenaxfizv,5.124610494398088e-48,-108.890029942671
arbifnlu,1.697696975860144e-45,-103.087056572215
afli4mx5,6.516723401119718e-52,-117.86005313191083
monied5frkv,1.3850112254341632e-54,-124.0138867770654
adtvlznf4,2.5017760399852883e-39,-88.8838177311255
alimbent,4.9788854671995423e-42,-95.10336784152787
tripevmfn,3.210762798920018e-36,-81.72655480681144
alenmrk9,1.0189201398791168e-45,-103.59758580463318
go4imnedx,1.2970856474838428e-49,-112.56654961848565
alivkm4,4.994200473217938e-44,-99.70546675787116
arnixu19,3.684145644377626e-58,-132.2458967417386
aetpifcvx,4.14171913702404e-47,-106.80038841858665
comuinvqla,7.535450020145554e-54,-122.31997646740922
lidn4vmre,1.182546126513607e-47,-108.05382952247447
alni52f,2.504220358054143e-46,-105.00093682594245
alinvk1qt,2.85348301875542e-46,-104.87037391777234
afcpilzd,2.614743819447864e-35,-79.62931212786799
banpiv85lf,2.6878641249662607e-52,-118.74567796305477
aviremdn9,9.939118874589808e-56,-126.64828683533469
ambin14k,2.6610628000451e-49,-111.8479439648239
adv0mifl,1.3253743657357432e-42,-96.42687894604077
redtw4vn,1.8641131897722067e-34,-77.66510772325107
gien12vrta,5.1820393808371515e-59,-134.20732180499363
eliftmv9x,3.5437220578969643e-47,-106.95632176715411
afnc9rq1mev,1.0330018245094875e-58,-133.51746643729462
adview9,4.0739844340188136e-48,-109.11946296672718
dvnxiekab,1.5531354113987346e-44,-100.87346835794133
amieuvn,3.524706438505686e-45,-102.35653203179233
dfmzrivnl,2.785394877905583e-29,-65.75057804610019
adnu5fli,1.0890103278851447e-50,-115.04398532197169
artnvuif,9.280225322305555e-41,-92.17810298583167
antlecd5i,1.768060209413416e-52,-119.1645418169567
adtu8vm2nr9,1.5287052402985586e-67,-153.84878010163771
admilverf4,7.128929830069959e-57,-129.28318917145896
airp5fm,7.3177783672132635e-40,-90.1130969396014
aflucerxm,5.5416709707353315e-46,-104.20661820317855
advicnemw8t,1.4882764006871039e-58,-133.1523167213438
afhirl,1.4015576584578217e-31,-71.04255365150537
amluek8v,1.809526331102212e-50,-114.53618953419644
aerul8xn,6.321357043202571e-51,-115.58790583556132
folin1r4,2.181939434214638e-52,-118.95421070566994
airsvxutn,4.421637265811147e-46,-104.43240422809662
plniemvau,8.34634903380708e-50,-113.00743044791767
gintve5km,1.0325101901747957e-41,-94.37399589753284
a1newidu,4.248925104369135e-59,-134.4058544523202
apenium5r4,4.590984279185777e-72,-164.26203225457803
abdizqmfn,7.80076512805088e-39,-87.74659680454322
adtixenp,5.047450352035348e-47,-106.60261613571318
aendmuir,8.190518684210294e-47,-106.11852214345511
avbineu,3.775868511552954e-50,-113.80062422417762
ajrufnm5,1.4347184694108437e-46,-105.55794563632588
bdesimu,7.553490174291726e-42,-94.68656417456441
alizfernw,2.6416845330919645e-49,-111.8552527623203
abeurvi,1.283682073780944e-48,-110.27435189519548
amneurzltib,3.955954791408348e-57,-129.87212831481975
avedrkim9,4.4183432680344456e-54,-122.85383022209032
gfpunire,7.498309198240544e-46,-103.9042367228339
cnab5zqu,2.349254211275306e-44,-100.45964617085443
arnibec49dz,7.37825629814801e-63,-143.06432352189327
apeujlnr,5.925995369915805e-43,-97.23181033090984
tencvlad,7.526670697305744e-35,-78.57202544922384
alvyixn,2.5498149972078668e-33,-75.04928726237962
cfnpa9i,1.1172044365600155e-37,-85.08481891455654
abmu0fl,6.180918403456828e-39,-87.9793517573658
atefunlm,8.740437280395082e-44,-99.14578387124031
anwuv4kfx,4.483371778823529e-47,-106.7211239781749
nezurxvm1,1.697266744614312e-48,-109.99506530383084
atrivmenf,7.538318442809296e-46,-103.89891513877355
aftervn,2.9495516076826483e-33,-74.90365490740027
avelj94ix,3.520968512022777e-58,-132.2911992964292
banpilx8r,3.2343675421150954e-46,-104.74508087364255
aftukn1,6.084637420877275e-43,-97.20539185980249
godealt,4.056769296100908e-37,-83.7952615238117
glifearv,1.0965554449615242e-39,-89.70864477376998
avterniu,4.590280826694408e-52,-118.21048363120312
april5u8,4.535194733930702e-56,-127.43289718479409
afeintldr,5.59686248972626e-41,-92.68378264171622
aglivr4ud,7.933684691179472e-51,-115.3607221628636
animuqx,1.3568280438232853e-44,-101.00859443680466
apimnr84u,1.2691776039809218e-59,-135.61415135185362
antumrv,1.6139419690767318e-33,-75.50662845432535
aprinvxd9,8.732075549403343e-49,-110.65966646604201
colmeu4n,3.0332023913531666e-45,-102.50671022849488
arin1xj,9.16325207911904e-45,-101.40112803858291
avedfum,1.6964639890632875e-41,-93.8774427343448
frinae1,1.3914694052443467e-44,-100.98338377688464
aplnume,8.202237227516459e-43,-96.90675204906185
adelni5fm,3.1409207594927358e-53,-120.89249393624215
apidw5e,3.424407305367303e-48,-109.2931560565026
andverki,1.5245645465102895e-43,-98.58945017273177
are5nzkut,1.0102516420825212e-51,-117.42164029229926
kidpml4n,3.3898239262750655e-35,-79.36970027390002
rednitzf51,1.6457909202528402e-55,-126.14395904341839
lvtfnequm,1.7372714852682119e-38,-86.94591776323644
atnic5v89,1.7839161323504383e-61,-139.87887965059835
ainfulrvt,1.0601026768496462e-44,-101.25537832335264
fricanvm5tq,5.018809743134057e-49,-111.2134767540793
avtelfnc,8.528876367720744e-37,-83.05219081506651
apienum5,2.11727012987494e-59,-135.10239290231738
ag1iuze4rd,1.6285491621818895e-64,-146.8777564177117
ambinet,4.112497979416616e-41,-92.99195818799177
adecifml,1.7530999502073362e-44,-100.75235847076296
ahdil5tn,8.109654516115844e-46,-103.82585901024528
afluremv,8.93170635967238e-45,-101.4267217263872
altuv4f,2.5950185827436807e-41,-93.45239513518344
etfinrvud5,1.0324074810209865e-57,-131.2154568655818
alenjkdr,1.7392740085706988e-36,-82.33959555808018
amnudlfwv,8.779449565171732e-41,-92.23357509896795
apmuentd,1.7381495918149103e-41,-93.85316771837671
afeidun,4.0976744387653323e-47,-106.8110797679916
agiclu4f,4.0037834428693225e-49,-111.4394297819154
admure8,5.056740568261536e-49,-111.20594743743683
gtvum85l,1.397731195767218e-41,-94.07113846513784
afnerx8j,1.7849811251692005e-45,-103.03692134369126
alinzxrv4,1.2367057358735348e-48,-110.31163328391142
animvl4u,2.5284679392931342e-52,-118.80681127396664
gtnmarku,1.9866294206956737e-36,-82.20662390352422
anikvmrfl1,4.540747304648972e-51,-115.91874813964068
avelcmdi,1.148148652171371e-44,-101.17559331426932
adnmixf89,1.7803501636026888e-54,-123.76278495559643
andlfke4t,1.6753658538940622e-42,-96.19254234408785
an5ivumq1,9.645644878789789e-62,-140.49376926004743
ainptvul,5.520968545854759e-42,-95.00002059964686
artuzxd,4.2362456910585687e-35,-79.14680082801237
alzuivkm5,3.685624767080661e-53,-120.73256987410849
aicvnmz,2.796546384479928e-31,-70.3517526610545
arclenkmvut,1.026445418210757e-49,-112.80056777335747
edistql4,1.9835055397543615e-43,-98.32629324485686
emacf94,4.360694314129479e-49,-111.35403826566568
itmapelvd,2.5462641415679825e-45,-102.6817019423082
admilenfu,3.9370247520999435e-55,-125.27175481568472
alf9z8i4ev,1.5080188938063572e-65,-149.25723424605638
arbedn4fik,3.3551624480684287e-56,-127.73426501872258
arwife4k,2.1931853472467837e-49,-112.04131457317551
apnumr48t,5.304811658312686e-53,-120.36839565992304
crafetivn,2.582316346984767e-43,-98.06247219369097
anim4ref,6.579786377582114e-53,-120.15300764928726
imedfz5v,1.035146679372259e-45,-103.58178604885569
arzeumvix,3.1903634452216248e-53,-120.87687508570615
agtipnuq,1.1361669636378746e-45,-103.48866890019953
airslk,3.5500812007644407e-28,-63.205412127152776
altsvf4n,6.426195019017292e-36,-81.03268073912153
andewilqu,6.262619087491036e-54,-122.50499653948165
alenbxmi5,2.158629904397117e-54,-123.57012130475783
flin21mv5d,1.186469741821026e-52,-119.56344254116905
adruvnxkl,1.8356685598967755e-36,-82.28565459481561
armceunki,3.110947317409471e-53,-120.90208264520692
afn9ilur4dw,1.362274484547138e-67,-153.96404551267378
cftsianvxd,5.442835596860986e-37,-83.50134826629215
aidzenr,2.1069438096992816e-39,-89.05558016069276
agnevifl9,4.8346196534959763e-54,-122.76379256112168
nidfpv4rt,1.2170773683574715e-38,-87.30178114877549
amenziur,2.5922607847616683e-49,-111.87413917187423
dgnsrile8,9.4126035509712e-44,-99.07169449724131
avrielkunf,5.2093005455162353e-54,-122.68914942722598
medfurt,5.216608328723747e-31,-69.72829043755215
adnsurimvx1,1.3315600980900105e-62,-142.47392450474857
pvaintlm5,6.993434054305554e-43,-97.06618728212072
jfdn45mvza,1.0511871883733919e-48,-110.4741642826607
devalmifu,6.430498184150992e-53,-120.17595791534114
ahiltzvm,1.5450199027738645e-36,-82.45802655546463
alincrx45v,2.7816836067411426e-54,-123.31653866335037
empsafnud,5.764244761373571e-45,-101.86465504369107
aet90x5nm,9.485405188777615e-60,-135.90535125826702
anticvzf1,1.0899157402288531e-47,-108.13539898000943
aliter4n,1.6544765386259232e-52,-119.23094016775232
aiwucf8x1,2.4105733874455667e-62,-141.88041112632487
idvurle,7.94950675203463e-43,-96.93804911577175
aimul5ex9,8.608238936693269e-69,-156.72565165603947
adn90m5x1,4.312482781398145e-63,-143.60134706899464
aenis1l49,4.925484185342737e-68,-154.98136374205862
avru9iekm4,5.401739273878884e-67,-152.5864802411346
aftv4nuxi9,4.57708212135291e-65,-148.1469693409235
bn1uiev,1.849793263974133e-42,-96.09350002210726
apeu4bin,4.3969192664871126e-55,-125.16127598568696
gheizumnxa,2.3236996875531826e-55,-125.799019506256
afnv4x5l,4.808496601368659e-45,-102.04594470635848
andcl54ir,1.1978619316931804e-48,-110.34354621966664
mlifvxznr,5.345091557549621e-35,-78.91429958089168
eina5r1ft,1.8019125826668077e-57,-130.65850165393485
agev4xliu,1.9267481726086577e-61,-139.80185697539326
afvnlu4r8,1.5233607559976042e-55,-126.22126119684756
abfivxk4,3.4489381129985342e-47,-106.98343298038873
konlas5fv,6.057312648845437e-47,-106.42023312628142
delivbnf9r,1.499488797311476e-48,-110.1189602154845
gdi8mlnua,2.424056677767929e-50,-114.2438121998511
aftv8km,1.0065806227888086e-33,-75.9787490037888
anedrm,7.775779732197273e-31,-69.3291241426792
primenltd,2.0732693859842546e-35,-79.86135147995714
arhiku,3.6477949940825603e-41,-93.11186593892043
agisurm5zx,2.577747723153897e-57,-130.30043425851386
fternmk,1.0193022646126605e-23,-52.94033879994008
abdufen1,1.391294369318285e-53,-121.70677541389205
geinrtxa,3.934982613546726e-42,-95.33866744230284
ftzvm5xl,1.2549206742643023e-27,-61.94272514801071
advnlxiuze,8.922188179074073e-57,-129.05880907259726
andmile,4.1610599942771567e-42,-95.28280405761774
colanqie54,1.2374284156391858e-65,-149.45499567677354
adneilrv,5.2900173343852236e-43,-97.34533747605772
anhebuf,1.727629478444921e-41,-93.85923858756196
glenuq8v,1.4957380051554473e-42,-96.30595417177841
adnixu2,1.2686893094595363e-50,-114.89127032194719
clima9kfvnd,1.5483438065249958e-46,-105.48172842998014
amierl,4.122035114571739e-37,-83.77930143952875
aetuminl,4.470985631023398e-50,-113.63164576627278
aftvinu,2.7258925745559523e-43,-98.00836307396588
adlu4xi,4.431274568443205e-50,-113.64056739405981
admp4likn,6.735063905929124e-45,-101.70900188628384
arinbfe9m,3.922039587238644e-53,-120.67039810732565
amruf54,3.94587619903256e-49,-111.45399852338798
a2tvknb,1.1197581551975877e-33,-75.87219533967266
efivnulm5,2.7159011560787034e-55,-125.64305629883467
bfmuc5va,5.983641940546987e-45,-101.82729978198867
dolaynk,5.8172113861044165e-33,-74.22448706516701
mehl1tnr,4.592996976445204e-36,-81.36853060073848
adcplmzru,3.1083098155920664e-39,-88.666739515964
afrcsxilun,6.912213676642111e-46,-103.98562433283612
blafix4d,2.952656874330206e-42,-95.6258685053607
gotubnr4,1.1339817435761603e-44,-101.18800898570123
afh904ux,1.7013789415582338e-54,-123.80815595732118
taysmxv,1.0871320830718056e-27,-62.086254398516495
mentvidul,6.894594994460962e-44,-99.38300632123739
advilu8nf9,6.145957214338839e-63,-143.24706635648673
atenviflx,1.6250085741000986e-45,-103.13081609259498
agrilb9tf,3.599860006469056e-45,-102.33543422711804
plefmi5nur,6.265920652559027e-53,-120.20188439940743
ajivlmfet,2.726971873402384e-44,-100.31055230204495
ditaren5v,1.0520906008443427e-53,-121.98623069560162
dizalfu9,4.469956762768847e-49,-111.32929082088819
blacuri,4.559461379357966e-41,-92.88878431476797
iptvuer4a,3.315336832893938e-59,-134.65396125945657
andevub49,8.908462062358523e-60,-135.96810396109908
aj5ivenu,1.759911889627648e-58,-132.98467164856933
agni5exq,2.653626450681606e-47,-107.24557219427106
golimanxe,3.594474315959043e-55,-125.36278236062861
admvi5u94,3.0191369163854237e-63,-143.95788985736
tornfivdu4,3.7161962631484016e-53,-120.72430929342559
abncilr,3.432994352926944e-35,-79.35704538525566
livpm8fnx,2.008916677536227e-39,-89.10322301639128
loharium4,6.478545120012651e-60,-136.28660961300318
alfivunk,6.8542561632223125e-43,-97.08628920172349
pingvelkdx,2.4005384225906737e-41,-93.53029575781693
afinb94rvm,1.9693614720461154e-54,-123.66188565733363
mel94i1n,1.1930649882018643e-51,-117.25531412646083
aptuniv4f,5.534516338344838e-54,-122.62859084174879
tidfl4xmu,1.7976217711673334e-46,-105.33244972466917
arnebic5m,2.1150272938016795e-54,-123.59052730439272
an5sifud,4.794086913959791e-52,-118.1670415701054
aetifmul,2.664695168677532e-50,-114.14916498186219
adeimfrl6,2.35523773248247e-52,-118.87778316534133
aliuden,1.142860098559801e-47,-108.08796539185914
mpifrlu,4.174252567741572e-31,-69.95120256623025
afreik1t,6.782181253563549e-49,-110.91237078768165
arwiculn,3.9677605279871546e-44,-99.93554225494626
adhumi54vnf,4.959530397697219e-62,-141.15896470725986
anmeiu8t5,2.2144478688997735e-65,-148.87302794130832
arivu4bf,3.595861666966338e-51,-116.15205609541245
adrivxe9u,1.4987185903212613e-60,-137.75049510975296
imn5l8ft,5.415610959526218e-44,-99.62445839040558
anizwvlf,7.62775234392109e-38,-85.46644031327459
abherifl,1.4869839985246795e-43,-98.61440909223529
arcnix1v,2.2843546797716004e-45,-102.79024561612763
ip59rkv,4.600299831785272e-40,-90.57728223756807
andbuix5,2.9925457349274945e-51,-116.33571530117933
aibutfnx5mr,1.2848651375909493e-58,-133.29928163210633
rfvlix81u9,3.0437522512484e-60,-137.0420145321644
afcvlkin,2.7009679346322234e-36,-81.89945314471086
ancmerv4,7.400105922917485e-45,-101.6148348707166
betpuk8av,5.209741652288244e-51,-115.78130947505338
anibeukm,3.5523395605271906e-50,-113.8616482321462
adfi9m2q,8.903671170619077e-50,-112.94279096693445
armfe5vn1,4.637026848424924e-53,-120.50293653324982
emplai5f,4.379865852217747e-46,-104.44189618115432
amwixuet,4.5665972936188705e-51,-115.9130713898241
aicq1frn,1.1769546056216165e-41,-94.24305855308758
